STEVAL-MKI243A (ASM330LHHXG1)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	A_X [deg] 	 A_Y [deg] 	 A_Z [deg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	TEMP [C] 	
-39.65 	 -190.32 	 1003.39 	-2 	 -10 	 79 	0.72625 	 -1.12875 	 -0.65625 	29.2 	
-40.992 	 -193.492 	 1005.95 	-2 	 -10 	 79 	0.665 	 -1.23375 	 -0.74375 	29.2 	
-41.297 	 -193.309 	 1003.57 	-2 	 -10 	 79 	0.67375 	 -1.19875 	 -0.805 	29.2 	
-41.175 	 -193.37 	 1003.08 	-2 	 -10 	 79 	0.77 	 -1.14625 	 -0.7525 	29.2 	
-40.687 	 -194.163 	 1003.02 	-2 	 -10 	 79 	0.6825 	 -1.09375 	 -0.665 	29.2 	
-42.334 	 -193.98 	 1002.96 	-2 	 -10 	 79 	0.70875 	 -1.155 	 -0.665 	29.2 	
-42.883 	 -191.967 	 1003.02 	-2 	 -10 	 79 	0.7 	 -1.2075 	 -0.6825 	29.2 	
-43.066 	 -193.736 	 1000.95 	-2 	 -10 	 79 	0.77875 	 -1.1725 	 -0.6475 	29.2 	
-43.615 	 -193.37 	 1002.9 	-2 	 -10 	 79 	0.6125 	 -1.16375 	 -0.6125 	29.2 	
-43.554 	 -193.431 	 1001.99 	-2 	 -10 	 79 	0.63 	 -1.11125 	 -0.63 	29.2 	
-44.042 	 -193.858 	 1002.47 	-2 	 -10 	 79 	0.7175 	 -1.21625 	 -0.5075 	29.2 	
-46.299 	 -195.566 	 1002.9 	-2 	 -11 	 79 	0.735 	 -1.19 	 -0.5775 	29.2 	
-47.702 	 -193.431 	 1003.82 	-2 	 -10 	 79 	0.79625 	 -1.085 	 -0.60375 	29.2 	
-48.068 	 -192.882 	 1002.9 	-2 	 -10 	 79 	0.84 	 -1.1025 	 -0.665 	29.2 	
-48.312 	 -194.468 	 999.546 	-2 	 -10 	 79 	0.93625 	 -1.1025 	 -0.63875 	29.2 	
-50.325 	 -193.98 	 1001.5 	-2 	 -10 	 79 	0.86625 	 -1.155 	 -0.63 	29.2 	
-51.789 	 -192.028 	 1001.25 	-2 	 -10 	 79 	0.735 	 -1.19875 	 -0.6125 	29.2 	
-50.508 	 -192.699 	 1003.33 	-2 	 -10 	 79 	0.69125 	 -1.2075 	 -0.49875 	29.2 	
-49.959 	 -193.736 	 1002.96 	-2 	 -10 	 79 	0.60375 	 -1.1025 	 -0.63 	29.2 	
-49.532 	 -193.37 	 1004.3 	-2 	 -10 	 79 	0.7525 	 -1.18125 	 -0.6475 	29.2 	
-48.861 	 -192.943 	 1001.92 	-2 	 -10 	 79 	0.76125 	 -1.1725 	 -0.63 	29.2 	
-50.325 	 -193.858 	 1002.41 	-2 	 -10 	 79 	0.6825 	 -1.05875 	 -0.525 	29.2 	
-49.471 	 -191.54 	 1002.66 	-2 	 -10 	 79 	0.6825 	 -1.11125 	 -0.63875 	29.2 	
-48.434 	 -190.686 	 1001.92 	-2 	 -10 	 79 	0.62125 	 -1.18125 	 -0.69125 	29.2 	
-46.848 	 -190.198 	 1002.11 	-2 	 -10 	 79 	0.67375 	 -1.2425 	 -0.55125 	29.2 	
-45.018 	 -191.235 	 1003.08 	-2 	 -10 	 79 	0.63875 	 -1.295 	 -0.6475 	29.2 	
-44.408 	 -190.625 	 1002.17 	-2 	 -10 	 79 	0.7175 	 -1.19 	 -0.6825 	29.2 	
-43.188 	 -191.235 	 1001.74 	-2 	 -10 	 79 	0.7 	 -1.21625 	 -0.62125 	29.2 	
-41.419 	 -189.466 	 1003.57 	-2 	 -10 	 79 	0.91 	 -1.18125 	 -0.665 	29.2 	
-41.419 	 -190.015 	 1001.92 	-2 	 -10 	 79 	0.84875 	 -1.23375 	 -0.60375 	29.2 	
-38.735 	 -189.588 	 1001.44 	-2 	 -10 	 79 	0.86625 	 -1.0675 	 -0.63 	29.2 	
-37.759 	 -191.601 	 1001.68 	-2 	 -10 	 79 	0.6825 	 -1.19875 	 -0.595 	29.2 	
-38.247 	 -190.442 	 1000.89 	-2 	 -10 	 79 	0.5775 	 -1.16375 	 -0.62125 	29.2 	
-38.369 	 -190.808 	 1003.94 	-2 	 -10 	 79 	0.67375 	 -1.12 	 -0.70875 	29.2 	
-36.539 	 -191.662 	 1002.47 	-2 	 -10 	 79 	0.6825 	 -1.23375 	 -0.51625 	29.2 	
-37.698 	 -192.638 	 1002.41 	-2 	 -10 	 79 	0.7875 	 -1.12875 	 -0.48125 	29.2 	
-35.807 	 -190.564 	 1003.08 	-2 	 -10 	 79 	0.74375 	 -1.02375 	 -0.49875 	29.2 	
-37.149 	 -195.261 	 1000.46 	-2 	 -11 	 79 	0.62125 	 -1.05 	 -0.49 	29.2 	
-37.21 	 -192.821 	 1000.58 	-2 	 -10 	 79 	0.72625 	 -1.1025 	 -0.51625 	29.2 	
-38.491 	 -191.723 	 1001.07 	-2 	 -10 	 79 	0.6825 	 -1.12875 	 -0.65625 	29.2 	
-37.942 	 -193.126 	 1001.38 	-2 	 -10 	 79 	0.6825 	 -0.95375 	 -0.62125 	29.2 	
-40.382 	 -194.407 	 1002.66 	-2 	 -10 	 79 	0.6825 	 -1.155 	 -0.5075 	29.2 	
-42.517 	 -194.834 	 1002.72 	-2 	 -10 	 79 	0.7 	 -1.2075 	 -0.53375 	29.2 	
-43.554 	 -194.895 	 1002.41 	-2 	 -10 	 79 	0.67375 	 -1.12875 	 -0.46375 	29.2 	
-44.652 	 -195.383 	 1002.72 	-2 	 -11 	 79 	0.67375 	 -1.1375 	 -0.53375 	29.2 	
-45.872 	 -194.102 	 1001.56 	-2 	 -10 	 79 	0.77875 	 -1.11125 	 -0.56875 	29.2 	
-47.092 	 -193.248 	 1003.82 	-2 	 -10 	 79 	0.62125 	 -1.19 	 -0.39375 	29.2 	
-47.458 	 -192.943 	 1001.62 	-2 	 -10 	 79 	0.70875 	 -1.28625 	 -0.48125 	29.2 	
-46.299 	 -194.285 	 1000.46 	-2 	 -10 	 79 	0.6825 	 -1.18125 	 -0.4375 	29.2 	
-47.824 	 -193.858 	 999.79 	-2 	 -10 	 79 	0.72625 	 -1.25125 	 -0.385 	29.2 	
-47.458 	 -193.492 	 1000.58 	-2 	 -10 	 79 	0.595 	 -1.2075 	 -0.46375 	29.3 	
-48.983 	 -193.309 	 1001.92 	-2 	 -10 	 79 	0.70875 	 -1.0675 	 -0.53375 	29.3 	
-49.532 	 -191.479 	 1001.5 	-2 	 -10 	 79 	0.79625 	 -1.19875 	 -0.58625 	29.3 	
-49.044 	 -191.174 	 1001.99 	-2 	 -10 	 79 	0.95375 	 -1.19875 	 -0.44625 	29.3 	
-49.837 	 -191.784 	 1002.6 	-2 	 -10 	 79 	0.6125 	 -1.12875 	 -0.4375 	29.3 	
-49.471 	 -190.808 	 1002.72 	-2 	 -10 	 79 	0.69125 	 -1.2075 	 -0.60375 	29.3 	
-46.909 	 -190.015 	 1003.21 	-2 	 -10 	 79 	0.67375 	 -1.18125 	 -0.525 	29.3 	
-47.824 	 -188.612 	 1003.82 	-2 	 -10 	 79 	0.76125 	 -1.2075 	 -0.46375 	29.3 	
-47.946 	 -189.771 	 1004.79 	-2 	 -10 	 79 	0.7 	 -1.19 	 -0.35875 	29.2 	
-44.896 	 -188.246 	 1003.69 	-2 	 -10 	 79 	0.81375 	 -1.0325 	 -0.5425 	29.2 	
-46.36 	 -187.209 	 1002.17 	-2 	 -10 	 79 	0.81375 	 -1.19 	 -0.525 	29.2 	
-45.201 	 -188.612 	 1003.45 	-2 	 -10 	 79 	0.735 	 -1.25125 	 -0.4725 	29.2 	
-45.323 	 -187.941 	 1001.8 	-2 	 -10 	 79 	0.8225 	 -0.98875 	 -0.51625 	29.2 	
-45.262 	 -187.758 	 1005.89 	-2 	 -10 	 79 	0.65625 	 -1.1375 	 -0.49875 	29.2 	
-43.371 	 -187.331 	 1003.51 	-2 	 -10 	 79 	0.77 	 -1.2075 	 -0.49875 	29.2 	
-44.835 	 -187.88 	 1002.29 	-2 	 -10 	 79 	0.69125 	 -1.16375 	 -0.44625 	29.2 	
-42.456 	 -188.49 	 1002.9 	-2 	 -10 	 79 	0.6475 	 -1.21625 	 -0.5775 	29.2 	
-44.896 	 -189.527 	 1002.47 	-2 	 -10 	 79 	0.62125 	 -1.1725 	 -0.4725 	29.2 	
-43.249 	 -191.601 	 1002.05 	-2 	 -10 	 79 	0.72625 	 -1.225 	 -0.5425 	29.2 	
-47.336 	 -190.442 	 1002.41 	-2 	 -10 	 79 	0.70875 	 -1.155 	 -0.65625 	29.2 	
-47.58 	 -192.76 	 1001.13 	-2 	 -10 	 79 	0.6825 	 -1.1725 	 -0.4725 	29.2 	
-46.36 	 -192.821 	 1001.01 	-2 	 -10 	 79 	0.67375 	 -1.09375 	 -0.4725 	29.2 	
-46.055 	 -194.102 	 1001.19 	-2 	 -10 	 79 	0.6475 	 -1.05875 	 -0.60375 	29.2 	
-47.58 	 -195.017 	 1002.66 	-2 	 -10 	 79 	0.7525 	 -1.1725 	 -0.4725 	29.2 	
-45.506 	 -194.468 	 1001.31 	-2 	 -10 	 79 	0.79625 	 -1.0675 	 -0.44625 	29.2 	
-47.641 	 -195.261 	 1002.84 	-2 	 -11 	 79 	0.74375 	 -1.14625 	 -0.56 	29.2 	
-48.068 	 -196.115 	 999.241 	-2 	 -11 	 79 	0.7875 	 -1.16375 	 -0.595 	29.2 	
-48.312 	 -196.664 	 1000.4 	-2 	 -11 	 79 	0.7875 	 -1.05 	 -0.7175 	29.2 	
-48.129 	 -194.712 	 1001.01 	-2 	 -10 	 79 	0.69125 	 -1.155 	 -0.70875 	29.2 	
-48.495 	 -195.688 	 1002.96 	-2 	 -11 	 79 	0.665 	 -1.19 	 -0.6475 	29.2 	
-47.092 	 -197.091 	 1001.8 	-2 	 -11 	 79 	0.77875 	 -1.0325 	 -0.7175 	29.2 	
-46.909 	 -195.322 	 1001.92 	-2 	 -11 	 79 	0.76125 	 -1.0675 	 -0.60375 	29.2 	
-46.909 	 -196.359 	 1001.07 	-2 	 -11 	 79 	0.60375 	 -1.11125 	 -0.6475 	29.2 	
-45.018 	 -193.98 	 1001.25 	-2 	 -10 	 79 	0.7175 	 -1.225 	 -0.7 	29.2 	
-44.469 	 -194.407 	 1002.11 	-2 	 -10 	 79 	0.91875 	 -1.2075 	 -0.65625 	29.2 	
-45.445 	 -195.261 	 1002.23 	-2 	 -11 	 79 	0.7 	 -1.155 	 -0.63 	29.2 	
-43.066 	 -193.553 	 1001.62 	-2 	 -10 	 79 	0.55125 	 -1.19875 	 -0.58625 	29.2 	
-44.896 	 -191.357 	 1002.6 	-2 	 -10 	 79 	0.70875 	 -1.2075 	 -0.5775 	29.2 	
-44.286 	 -194.163 	 1001.8 	-2 	 -10 	 79 	0.72625 	 -1.21625 	 -0.525 	29.2 	
-46.299 	 -192.699 	 1003.21 	-2 	 -10 	 79 	0.69125 	 -1.09375 	 -0.58625 	29.2 	
-45.933 	 -190.808 	 1001.07 	-2 	 -10 	 79 	0.70875 	 -1.16375 	 -0.56 	29.2 	
-44.347 	 -189.588 	 1002.29 	-2 	 -10 	 79 	0.805 	 -1.0675 	 -0.5075 	29.2 	
-44.591 	 -190.808 	 1002.29 	-2 	 -10 	 79 	0.65625 	 -1.1375 	 -0.5775 	29.2 	
-45.14 	 -187.148 	 1000.46 	-2 	 -10 	 79 	0.56875 	 -1.04125 	 -0.525 	29.2 	
-43.92 	 -187.209 	 1002.47 	-2 	 -10 	 79 	0.8575 	 -1.1725 	 -0.4725 	29.2 	
-44.713 	 -190.564 	 1002.84 	-2 	 -10 	 79 	0.65625 	 -1.225 	 -0.525 	29.2 	
-46.421 	 -190.686 	 1004 	-2 	 -10 	 79 	0.595 	 -1.12875 	 -0.56875 	29.2 	
-45.384 	 -189.039 	 1003.14 	-2 	 -10 	 79 	0.805 	 -1.18125 	 -0.48125 	29.2 	
-45.14 	 -189.832 	 1003.02 	-2 	 -10 	 79 	0.6825 	 -1.0675 	 -0.4375 	29.3 	
-43.92 	 -190.808 	 1004.55 	-2 	 -10 	 79 	0.83125 	 -1.1725 	 -0.455 	29.3 	
-45.384 	 -189.71 	 1002.35 	-2 	 -10 	 79 	0.91 	 -1.2425 	 -0.525 	29.3 	
-43.066 	 -190.137 	 1001.92 	-2 	 -10 	 79 	0.665 	 -1.12 	 -0.4375 	29.3 	
-46.36 	 -190.93 	 1002.47 	-2 	 -10 	 79 	0.7 	 -1.16375 	 -0.385 	29.3 	
-44.225 	 -191.723 	 1001.44 	-2 	 -10 	 79 	0.665 	 -1.085 	 -0.39375 	29.3 	
-44.103 	 -191.418 	 1001.86 	-2 	 -10 	 79 	0.63875 	 -1.12875 	 -0.55125 	29.3 	
-43.432 	 -194.102 	 1004.91 	-2 	 -10 	 79 	0.805 	 -1.155 	 -0.6125 	29.3 	
-44.957 	 -193.004 	 1003.33 	-2 	 -10 	 79 	0.6475 	 -1.155 	 -0.5775 	29.2 	
-42.883 	 -191.418 	 1002.66 	-2 	 -10 	 79 	0.72625 	 -1.11125 	 -0.5425 	29.2 	
-43.615 	 -191.235 	 1001.01 	-2 	 -10 	 79 	0.77 	 -1.155 	 -0.525 	29.2 	
-44.652 	 -193.248 	 1002.78 	-2 	 -10 	 79 	0.67375 	 -1.19875 	 -0.67375 	29.2 	
-43.676 	 -193.431 	 1001.8 	-2 	 -10 	 79 	0.8225 	 -1.14625 	 -0.7175 	29.2 	
-43.31 	 -192.882 	 1004.3 	-2 	 -10 	 79 	0.7875 	 -1.16375 	 -0.6475 	29.2 	
-41.358 	 -194.224 	 1003.21 	-2 	 -10 	 79 	0.67375 	 -1.05875 	 -0.56875 	29.2 	
-42.334 	 -192.089 	 1000.16 	-2 	 -10 	 79 	0.8225 	 -1.1025 	 -0.63875 	29.2 	
-40.992 	 -191.967 	 1001.62 	-2 	 -10 	 79 	0.8575 	 -1.12 	 -0.67375 	29.2 	
-43.005 	 -194.468 	 1000.34 	-2 	 -10 	 79 	0.735 	 -1.12875 	 -0.51625 	29.2 	
-42.334 	 -193.065 	 1003.33 	-2 	 -10 	 79 	0.7875 	 -1.155 	 -0.525 	29.2 	
-42.822 	 -193.858 	 1002.96 	-2 	 -10 	 79 	0.7175 	 -1.28625 	 -0.4375 	29.2 	
-43.798 	 -194.224 	 1002.29 	-2 	 -10 	 79 	0.5775 	 -1.09375 	 -0.455 	29.2 	
-43.188 	 -194.529 	 1002.72 	-2 	 -10 	 79 	0.56875 	 -1.085 	 -0.4725 	29.2 	
-43.066 	 -192.882 	 1001.8 	-2 	 -10 	 79 	0.7175 	 -1.12875 	 -0.5075 	29.2 	
-44.896 	 -194.468 	 1001.68 	-2 	 -10 	 79 	0.805 	 -1.11125 	 -0.4725 	29.2 	
-44.469 	 -192.943 	 1001.86 	-2 	 -10 	 79 	0.62125 	 -1.0675 	 -0.385 	29.3 	
-44.713 	 -192.272 	 1003.51 	-2 	 -10 	 79 	0.805 	 -1.14625 	 -0.5075 	29.3 	
-43.676 	 -191.235 	 1001.62 	-2 	 -10 	 79 	0.665 	 -1.14625 	 -0.455 	29.3 	
-44.408 	 -192.699 	 1002.53 	-2 	 -10 	 79 	0.7525 	 -1.30375 	 -0.5775 	29.3 	
-47.031 	 -192.333 	 1001.8 	-2 	 -10 	 79 	0.77 	 -1.19 	 -0.4725 	29.3 	
-47.092 	 -191.906 	 1001.25 	-2 	 -10 	 79 	0.77875 	 -1.09375 	 -0.525 	29.3 	
-46.177 	 -192.638 	 1000.58 	-2 	 -10 	 79 	0.81375 	 -1.0675 	 -0.46375 	29.3 	
-46.421 	 -190.869 	 1001.99 	-2 	 -10 	 79 	0.74375 	 -1.12 	 -0.455 	29.3 	
-46.787 	 -190.076 	 1001.68 	-2 	 -10 	 79 	0.77875 	 -1.19 	 -0.5775 	29.3 	
-46.604 	 -189.588 	 1003.82 	-2 	 -10 	 79 	0.81375 	 -1.1375 	 -0.49 	29.3 	
-46.604 	 -189.527 	 1003.02 	-2 	 -10 	 79 	0.7875 	 -1.0675 	 -0.49875 	29.3 	
-43.676 	 -190.137 	 1003.21 	-2 	 -10 	 79 	0.77 	 -1.00625 	 -0.63 	29.3 	
-46.116 	 -188.429 	 1004.12 	-2 	 -10 	 79 	0.665 	 -1.25125 	 -0.55125 	29.3 	
-45.445 	 -189.527 	 1003.33 	-2 	 -10 	 79 	0.5775 	 -1.19 	 -0.5775 	29.3 	
-43.676 	 -189.954 	 1002.53 	-2 	 -10 	 79 	0.805 	 -0.93625 	 -0.37625 	29.3 	
-43.798 	 -188.551 	 1003.14 	-2 	 -10 	 79 	0.56 	 -1.1025 	 -0.48125 	29.3 	
-43.615 	 -188.124 	 1001.68 	-2 	 -10 	 79 	0.70875 	 -1.1375 	 -0.455 	29.2 	
-43.554 	 -190.015 	 1004.12 	-2 	 -10 	 79 	0.63 	 -1.26 	 -0.5075 	29.2 	
-39.772 	 -189.344 	 1003.33 	-2 	 -10 	 79 	0.70875 	 -0.9975 	 -0.49 	29.2 	
-41.724 	 -188.124 	 1004.12 	-2 	 -10 	 79 	0.63 	 -1.11125 	 -0.48125 	29.2 	
-41.175 	 -190.442 	 1003.63 	-2 	 -10 	 79 	0.70875 	 -1.09375 	 -0.53375 	29.2 	
-40.138 	 -187.514 	 1002.84 	-2 	 -10 	 79 	0.72625 	 -1.12875 	 -0.56875 	29.2 	
-38.918 	 -188.429 	 1003.08 	-2 	 -10 	 79 	0.6825 	 -1.1375 	 -0.42875 	29.2 	
-40.382 	 -189.893 	 1000.89 	-2 	 -10 	 79 	0.84875 	 -1.09375 	 -0.46375 	29.2 	
-38.613 	 -190.686 	 1001.13 	-2 	 -10 	 79 	0.7 	 -1.23375 	 -0.4025 	29.2 	
-36.905 	 -189.71 	 1003.21 	-2 	 -10 	 79 	0.63875 	 -1.1375 	 -0.42 	29.2 	
-38.796 	 -189.161 	 1003.57 	-2 	 -10 	 79 	0.62125 	 -1.2075 	 -0.3675 	29.2 	
-38.735 	 -190.076 	 1003.57 	-2 	 -10 	 79 	0.805 	 -1.11125 	 -0.34125 	29.2 	
-40.199 	 -194.346 	 1005.46 	-2 	 -10 	 79 	0.58625 	 -0.9975 	 -0.28875 	29.2 	
-41.663 	 -193.98 	 1001.74 	-2 	 -10 	 79 	0.6825 	 -1.09375 	 -0.35875 	29.2 	
-44.774 	 -191.784 	 1001.13 	-2 	 -10 	 79 	0.595 	 -1.19875 	 -0.39375 	29.2 	
-46.177 	 -195.81 	 999.912 	-2 	 -11 	 79 	0.69125 	 -1.16375 	 -0.37625 	29.2 	
-46.848 	 -197.396 	 1000.58 	-2 	 -11 	 79 	0.595 	 -1.155 	 -0.39375 	29.2 	
-48.556 	 -196.054 	 1001.19 	-2 	 -11 	 79 	0.72625 	 -1.19 	 -0.5075 	29.2 	
-49.715 	 -198.067 	 1000.4 	-2 	 -11 	 79 	0.69125 	 -1.1375 	 -0.4375 	29.2 	
-52.033 	 -200.202 	 999.79 	-2 	 -11 	 78 	0.62125 	 -1.21625 	 -0.48125 	29.2 	
-54.656 	 -201.117 	 999.668 	-3 	 -11 	 78 	0.7875 	 -1.18125 	 -0.39375 	29.2 	
-57.218 	 -199.531 	 998.692 	-3 	 -11 	 78 	0.65625 	 -1.18125 	 -0.41125 	29.2 	
-56.425 	 -199.836 	 999.912 	-3 	 -11 	 78 	0.735 	 -1.16375 	 -0.48125 	29.2 	
-55.754 	 -200.934 	 998.204 	-3 	 -11 	 78 	0.83125 	 -1.16375 	 -0.56 	29.2 	
-57.462 	 -200.446 	 1001.25 	-3 	 -11 	 78 	0.875 	 -1.04125 	 -0.48125 	29.2 	
-58.682 	 -199.226 	 998.997 	-3 	 -11 	 78 	0.8575 	 -0.9975 	 -0.58625 	29.2 	
-56.974 	 -197.579 	 1001.62 	-3 	 -11 	 79 	0.8575 	 -1.0325 	 -0.7 	29.2 	
-54.839 	 -196.786 	 999.79 	-3 	 -11 	 79 	0.83125 	 -1.155 	 -0.6825 	29.2 	
-56.974 	 -196.054 	 1001.13 	-3 	 -11 	 79 	0.6825 	 -1.1375 	 -0.56875 	29.2 	
-53.497 	 -195.2 	 1001.44 	-3 	 -11 	 79 	0.60375 	 -1.0675 	 -0.70875 	29.2 	
-53.68 	 -194.102 	 1001.86 	-3 	 -10 	 79 	0.63875 	 -1.015 	 -0.7175 	29.2 	
-52.582 	 -193.126 	 1001.74 	-2 	 -10 	 79 	0.76125 	 -1.14625 	 -0.63 	29.2 	
-50.569 	 -192.882 	 1004.12 	-2 	 -10 	 79 	0.595 	 -1.16375 	 -0.60375 	29.2 	
-50.935 	 -190.747 	 1003.57 	-2 	 -10 	 79 	0.665 	 -1.2425 	 -0.63 	29.2 	
-49.898 	 -190.015 	 1003.57 	-2 	 -10 	 79 	0.63875 	 -0.98875 	 -0.70875 	29.2 	
-48.312 	 -188.429 	 1003.45 	-2 	 -10 	 79 	0.5775 	 -1.1025 	 -0.525 	29.2 	
-47.336 	 -187.514 	 1002.29 	-2 	 -10 	 79 	0.6125 	 -1.1375 	 -0.6825 	29.2 	
-46.116 	 -187.087 	 1002.96 	-2 	 -10 	 79 	0.6825 	 -1.19875 	 -0.69125 	29.2 	
-45.872 	 -186.233 	 1004.18 	-2 	 -10 	 79 	0.7875 	 -1.23375 	 -0.60375 	29.2 	
-45.933 	 -185.745 	 1005.46 	-2 	 -10 	 79 	0.735 	 -1.19 	 -0.595 	29.2 	
-43.432 	 -185.379 	 1005.58 	-2 	 -10 	 79 	0.8925 	 -1.07625 	 -0.6125 	29.2 	
-41.48 	 -183.305 	 1004 	-2 	 -10 	 79 	0.7875 	 -1.0675 	 -0.665 	29.2 	
-42.883 	 -184.952 	 1005.28 	-2 	 -10 	 79 	0.74375 	 -1.225 	 -0.5425 	29.2 	
-41.602 	 -183.915 	 1002.96 	-2 	 -10 	 79 	0.8225 	 -1.12875 	 -0.48125 	29.2 	
-40.992 	 -186.111 	 1003.21 	-2 	 -10 	 79 	0.805 	 -1.225 	 -0.5425 	29.2 	
-41.114 	 -185.623 	 1004.61 	-2 	 -10 	 79 	0.6475 	 -1.14625 	 -0.56 	29.2 	
-43.737 	 -185.257 	 1005.65 	-2 	 -10 	 79 	0.62125 	 -1.19 	 -0.49875 	29.2 	
-40.687 	 -186.477 	 1004.24 	-2 	 -10 	 79 	0.6125 	 -1.00625 	 -0.56 	29.2 	
-40.138 	 -189.71 	 1004.73 	-2 	 -10 	 79 	0.76125 	 -1.18125 	 -0.56 	29.2 	
-40.687 	 -187.88 	 1001.99 	-2 	 -10 	 79 	0.81375 	 -1.2075 	 -0.55125 	29.2 	
-38.613 	 -189.161 	 1003.14 	-2 	 -10 	 79 	0.6825 	 -1.18125 	 -0.5075 	29.2 	
-40.992 	 -190.869 	 1000.89 	-2 	 -10 	 79 	0.51625 	 -0.98875 	 -0.55125 	29.2 	
-40.199 	 -191.296 	 1000.22 	-2 	 -10 	 79 	0.56 	 -1.12 	 -0.70875 	29.2 	
-39.406 	 -191.418 	 1000.95 	-2 	 -10 	 79 	0.665 	 -1.0675 	 -0.7175 	29.2 	
-40.077 	 -193.248 	 1001.62 	-2 	 -10 	 79 	0.72625 	 -1.18125 	 -0.55125 	29.2 	
-40.138 	 -194.529 	 1004.06 	-2 	 -10 	 79 	0.6475 	 -1.12 	 -0.58625 	29.2 	
-40.321 	 -192.821 	 1004.55 	-2 	 -10 	 79 	0.77875 	 -1.12 	 -0.58625 	29.2 	
-41.053 	 -194.651 	 1002.66 	-2 	 -10 	 79 	0.5775 	 -1.05 	 -0.67375 	29.2 	
-39.284 	 -194.712 	 1000.46 	-2 	 -11 	 79 	0.83125 	 -1.0675 	 -0.58625 	29.2 	
-42.944 	 -196.542 	 1000.03 	-2 	 -11 	 79 	0.65625 	 -1.05 	 -0.55125 	29.2 	
-41.907 	 -194.712 	 999.302 	-2 	 -11 	 79 	0.7525 	 -1.1725 	 -0.65625 	29.2 	
-40.87 	 -195.322 	 1001.92 	-2 	 -11 	 79 	0.69125 	 -1.1375 	 -0.7175 	29.2 	
-44.652 	 -197.457 	 1003.75 	-2 	 -11 	 79 	0.7525 	 -1.1725 	 -0.72625 	29.2 	
-44.286 	 -196.237 	 1002.29 	-2 	 -11 	 79 	0.77 	 -1.085 	 -0.595 	29.2 	
-46.116 	 -195.078 	 1004.85 	-2 	 -10 	 79 	0.70875 	 -1.04125 	 -0.6825 	29.2 	
-45.811 	 -194.895 	 1002.41 	-2 	 -10 	 79 	0.6825 	 -1.09375 	 -0.67375 	29.2 	
-45.872 	 -194.529 	 1000.28 	-2 	 -10 	 79 	0.86625 	 -1.21625 	 -0.56 	29.2 	
-47.519 	 -195.322 	 1000.89 	-2 	 -11 	 79 	0.875 	 -1.2775 	 -0.665 	29.2 	
-47.092 	 -195.078 	 1001.92 	-2 	 -11 	 79 	0.84875 	 -1.2075 	 -0.49875 	29.2 	
-47.58 	 -197.091 	 1002.96 	-2 	 -11 	 79 	0.74375 	 -0.9975 	 -0.51625 	29.2 	
-49.837 	 -194.773 	 1003.14 	-2 	 -10 	 79 	0.6825 	 -1.02375 	 -0.55125 	29.2 	
-50.264 	 -194.956 	 1001.68 	-2 	 -11 	 79 	0.67375 	 -1.16375 	 -0.5075 	29.2 	
-50.874 	 -193.492 	 1001.8 	-2 	 -10 	 79 	0.67375 	 -1.21625 	 -0.595 	29.2 	
-48.19 	 -192.333 	 1001.68 	-2 	 -10 	 79 	0.86625 	 -1.11125 	 -0.49 	29.2 	
-49.166 	 -192.882 	 1001.92 	-2 	 -10 	 79 	0.735 	 -1.19 	 -0.5425 	29.2 	
-48.922 	 -192.455 	 1001.8 	-2 	 -10 	 79 	0.665 	 -1.19 	 -0.595 	29.2 	
-48.617 	 -190.686 	 1004.67 	-2 	 -10 	 79 	0.7525 	 -1.32125 	 -0.525 	29.2 	
-48.739 	 -191.357 	 1003.57 	-2 	 -10 	 79 	0.81375 	 -1.2075 	 -0.49 	29.2 	
-47.092 	 -191.54 	 1005.71 	-2 	 -10 	 79 	0.70875 	 -1.19875 	 -0.48125 	29.2 	
-48.129 	 -191.296 	 1004.24 	-2 	 -10 	 79 	0.7175 	 -1.2775 	 -0.56875 	29.2 	
-48.007 	 -189.588 	 1002.35 	-2 	 -10 	 79 	0.735 	 -1.25125 	 -0.51625 	29.2 	
-44.469 	 -191.113 	 1003.51 	-2 	 -10 	 79 	0.86625 	 -1.07625 	 -0.60375 	29.2 	
-44.408 	 -189.344 	 1001.56 	-2 	 -10 	 79 	0.77 	 -1.02375 	 -0.58625 	29.2 	
-42.944 	 -188.49 	 1002.9 	-2 	 -10 	 79 	0.67375 	 -1.28625 	 -0.6475 	29.2 	
-42.456 	 -188.978 	 1003.21 	-2 	 -10 	 79 	0.83125 	 -1.11125 	 -0.595 	29.2 	
-41.114 	 -189.1 	 1004.67 	-2 	 -10 	 79 	0.8925 	 -1.18125 	 -0.62125 	29.2 	
-40.504 	 -191.235 	 1006.56 	-2 	 -10 	 79 	0.84875 	 -1.155 	 -0.58625 	29.2 	
-38.674 	 -191.052 	 1006.26 	-2 	 -10 	 79 	0.77875 	 -1.1725 	 -0.63875 	29.2 	
-39.528 	 -189.588 	 1002.66 	-2 	 -10 	 79 	0.74375 	 -1.14625 	 -0.6825 	29.2 	
-37.149 	 -190.808 	 1002.78 	-2 	 -10 	 79 	0.84 	 -1.11125 	 -0.48125 	29.2 	
-38.857 	 -188.856 	 1000.34 	-2 	 -10 	 79 	0.76125 	 -1.1025 	 -0.4725 	29.2 	
-37.576 	 -190.503 	 1001.38 	-2 	 -10 	 79 	0.65625 	 -1.2075 	 -0.51625 	29.2 	
